i,j,x,y,initial,numerical,exact,error,absError
20,69,2.5624999999999998e-01,8.6875000000000002e-01,7.0710678118654735e-01,4.7941679575500001e-01,7.0710678118654768e-01,-2.2768998543154767e-01,2.2768998543154767e-01
21,69,2.6874999999999999e-01,8.6875000000000002e-01,7.6040596560003049e-01,5.1508974494299997e-01,7.6040596560003082e-01,-2.4531622065703085e-01,2.4531622065703085e-01
22,69,2.8125000000000000e-01,8.6875000000000002e-01,8.0901699437494679e-01,5.4758699456899995e-01,8.0901699437494701e-01,-2.6142999980594706e-01,2.6142999980594706e-01
23,69,2.9375000000000001e-01,8.6875000000000002e-01,8.5264016435409229e-01,5.7670818828100001e-01,8.5264016435409251e-01,-2.7593197607309250e-01,2.7593197607309250e-01
24,69,3.0625000000000002e-01,8.6875000000000002e-01,8.9100652418836768e-01,6.0227378423900002e-01,8.9100652418836801e-01,-2.8873273994936799e-01,2.8873273994936799e-01
25,69,3.1874999999999998e-01,8.6875000000000002e-01,9.2387953251128652e-01,6.2412616204000004e-01,9.2387953251128663e-01,-2.9975337047128658e-01,2.9975337047128658e-01
26,69,3.3124999999999999e-01,8.6875000000000002e-01,9.5105651629515353e-01,6.4213059450900001e-01,9.5105651629515364e-01,-3.0892592178615363e-01,3.0892592178615363e-01
27,69,3.4375000000000000e-01,8.6875000000000002e-01,9.7236992039767645e-01,6.5617607833199998e-01,9.7236992039767656e-01,-3.1619384206567658e-01,3.1619384206567658e-01
28,69,3.5625000000000001e-01,8.6875000000000002e-01,9.8768834059513777e-01,6.6617601843200003e-01,9.8768834059513788e-01,-3.2151232216313785e-01,3.2151232216313785e-01
29,69,3.6875000000000002e-01,8.6875000000000002e-01,9.9691733373312796e-01,6.7206876185300002e-01,9.9691733373312807e-01,-3.2484857188012806e-01,3.2484857188012806e-01
30,69,3.8124999999999998e-01,8.6875000000000002e-01,1.0000000000000000e+00,6.7381797787099995e-01,1.0000000000000000e+00,-3.2618202212900005e-01,3.2618202212900005e-01
31,69,3.9374999999999999e-01,8.6875000000000002e-01,9.9691733373312807e-01,6.7141288198799998e-01,9.9691733373312796e-01,-3.2550445174512799e-01,3.2550445174512799e-01
32,69,4.0625000000000000e-01,8.6875000000000002e-01,9.8768834059513788e-01,6.6486830242100003e-01,9.8768834059513788e-01,-3.2282003817413785e-01,3.2282003817413785e-01
33,69,4.1875000000000001e-01,8.6875000000000002e-01,9.7236992039767633e-01,6.5422458867800004e-01,9.7236992039767645e-01,-3.1814533171967641e-01,3.1814533171967641e-01
34,69,4.3125000000000002e-01,8.6875000000000002e-01,9.5105651629515364e-01,6.3954736279400004e-01,9.5105651629515353e-01,-3.1150915350115349e-01,3.1150915350115349e-01
35,69,4.4374999999999998e-01,8.6875000000000002e-01,9.2387953251128674e-01,6.2092711474700002e-01,9.2387953251128652e-01,-3.0295241776428650e-01,3.0295241776428650e-01
36,69,4.5624999999999999e-01,8.6875000000000002e-01,8.9100652418836845e-01,5.9847864455900002e-01,8.9100652418836779e-01,-2.9252787962936777e-01,2.9252787962936777e-01
37,69,4.6875000000000000e-01,8.6875000000000002e-01,8.5264016435409262e-01,5.7234035451200005e-01,8.5264016435409240e-01,-2.8029980984209235e-01,2.8029980984209235e-01
38,69,4.8125000000000001e-01,8.6875000000000002e-01,8.0901699437494767e-01,5.4267339585800001e-01,8.0901699437494679e-01,-2.6634359851694678e-01,2.6634359851694678e-01
39,69,4.9375000000000002e-01,8.6875000000000002e-01,7.6040596560003082e-01,5.0966067526000003e-01,7.6040596560003060e-01,-2.5074529034003057e-01,2.5074529034003057e-01
40,69,5.0624999999999998e-01,8.6875000000000002e-01,7.0710678118654835e-01,4.7350572712099998e-01,7.0710678118654746e-01,-2.3360105406554749e-01,2.3360105406554749e-01
41,69,5.1875000000000004e-01,8.6875000000000002e-01,6.4944804833018288e-01,4.3443145871700001e-01,6.4944804833018255e-01,-2.1501658961318254e-01,2.1501658961318254e-01
42,69,5.3125000000000000e-01,8.6875000000000002e-01,5.8778525229247336e-01,3.9267877590700001e-01,5.8778525229247336e-01,-1.9510647638547335e-01,1.9510647638547335e-01
43,69,5.4374999999999996e-01,8.6875000000000002e-01,5.2249856471594880e-01,3.4850509786500000e-01,5.2249856471594835e-01,-1.7399346685094835e-01,1.7399346685094835e-01
44,69,5.5625000000000002e-01,8.6875000000000002e-01,4.5399049973954630e-01,3.0218277000400001e-01,4.5399049973954625e-01,-1.5180772973554624e-01,1.5180772973554624e-01
45,69,5.6874999999999998e-01,8.6875000000000002e-01,3.8268343236509050e-01,2.5399738488099999e-01,3.8268343236508967e-01,-1.2868604748408968e-01,1.2868604748408968e-01
46,69,5.8125000000000004e-01,8.6875000000000002e-01,3.0901699437494606e-01,2.0424602141699999e-01,3.0901699437494601e-01,-1.0477097295794602e-01,1.0477097295794602e-01
47,69,5.9375000000000000e-01,8.6875000000000002e-01,2.3344536385590706e-01,1.5323541331200000e-01,2.3344536385590572e-01,-8.0209950543905728e-02,8.0209950543905728e-02
48,69,6.0624999999999996e-01,8.6875000000000002e-01,1.5643446504023034e-01,1.0128005792899999e-01,1.5643446504023031e-01,-5.5154407111230319e-02,5.5154407111230319e-02
49,69,6.1875000000000002e-01,8.6875000000000002e-01,7.8459095727845748e-02,4.8700277308600000e-02,7.8459095727844375e-02,-2.9758818419244375e-02,2.9758818419244375e-02
50,69,6.3124999999999998e-01,8.6875000000000002e-01,3.6739403974420594e-16,-4.1797567153200000e-03,-1.2246467991473532e-16,-4.1797567153198777e-03,4.1797567153198777e-03
51,69,6.4375000000000004e-01,8.6875000000000002e-01,-7.8459095727845013e-02,-5.7034021149199997e-02,-7.8459095727846387e-02,2.1425074578646390e-02,2.1425074578646390e-02
52,69,6.5625000000000000e-01,8.6875000000000002e-01,-1.5643446504022962e-01,-1.0953665187700000e-01,-1.5643446504023054e-01,4.6897813163230537e-02,4.6897813163230537e-02
53,69,6.6874999999999996e-01,8.6875000000000002e-01,-2.3344536385590633e-01,-1.6136395272099999e-01,-2.3344536385590595e-01,7.2081411134905959e-02,7.2081411134905959e-02
54,69,6.8125000000000002e-01,8.6875000000000002e-01,-3.0901699437494706e-01,-2.1219639113800001e-01,-3.0901699437494795e-01,9.6820603236947939e-02,9.6820603236947939e-02
55,69,6.9374999999999998e-01,8.6875000000000002e-01,-3.8268343236508984e-01,-2.6172056824099998e-01,-3.8268343236508989e-01,1.2096286412408991e-01,1.2096286412408991e-01
56,69,7.0625000000000004e-01,8.6875000000000002e-01,-4.5399049973954725e-01,-3.0963115100999999e-01,-4.5399049973954808e-01,1.4435934872954809e-01,1.4435934872954809e-01
57,69,7.1875000000000000e-01,8.6875000000000002e-01,-5.2249856471594813e-01,-3.5563275477000000e-01,-5.2249856471594858e-01,1.6686580994594857e-01,1.6686580994594857e-01
58,69,7.3124999999999996e-01,8.6875000000000002e-01,-5.8778525229247280e-01,-3.9944176433700002e-01,-5.8778525229247358e-01,1.8834348795547357e-01,1.8834348795547357e-01
59,69,7.4375000000000002e-01,8.6875000000000002e-01,-6.4944804833018366e-01,-4.4078808259899999e-01,-6.4944804833018410e-01,2.0865996573118412e-01,2.0865996573118412e-01
60,69,7.5624999999999998e-01,8.6875000000000002e-01,-7.0710678118654791e-01,-4.7941679575500001e-01,-7.0710678118654757e-01,2.2768998543154756e-01,2.2768998543154756e-01
61,69,7.6875000000000004e-01,8.6875000000000002e-01,-7.6040596560003160e-01,-5.1508974494299997e-01,-7.6040596560003182e-01,2.4531622065703185e-01,2.4531622065703185e-01
62,69,7.8125000000000000e-01,8.6875000000000002e-01,-8.0901699437494723e-01,-5.4758699456899995e-01,-8.0901699437494723e-01,2.6142999980594728e-01,2.6142999980594728e-01
63,69,7.9374999999999996e-01,8.6875000000000002e-01,-8.5264016435409229e-01,-5.7670818828100001e-01,-8.5264016435409251e-01,2.7593197607309250e-01,2.7593197607309250e-01
64,69,8.0625000000000002e-01,8.6875000000000002e-01,-8.9100652418836812e-01,-6.0227378423900002e-01,-8.9100652418836812e-01,2.8873273994936810e-01,2.8873273994936810e-01
65,69,8.1874999999999998e-01,8.6875000000000002e-01,-9.2387953251128641e-01,-6.2412616204000004e-01,-9.2387953251128674e-01,2.9975337047128670e-01,2.9975337047128670e-01
66,69,8.3125000000000004e-01,8.6875000000000002e-01,-9.5105651629515398e-01,-6.4213059450900001e-01,-9.5105651629515398e-01,3.0892592178615397e-01,3.0892592178615397e-01
67,69,8.4375000000000000e-01,8.6875000000000002e-01,-9.7236992039767622e-01,-6.5617607833199998e-01,-9.7236992039767645e-01,3.1619384206567647e-01,3.1619384206567647e-01
68,69,8.5624999999999996e-01,8.6875000000000002e-01,-9.8768834059513777e-01,-6.6617601843200003e-01,-9.8768834059513788e-01,3.2151232216313785e-01,3.2151232216313785e-01
69,69,8.6875000000000002e-01,8.6875000000000002e-01,-9.9691733373312785e-01,-6.7206876185300002e-01,-9.9691733373312796e-01,3.2484857188012795e-01,3.2484857188012795e-01
70,69,8.8124999999999998e-01,8.6875000000000002e-01,-1.0000000000000000e+00,-6.7381797787099995e-01,-1.0000000000000000e+00,3.2618202212900005e-01,3.2618202212900005e-01
71,69,8.9375000000000004e-01,8.6875000000000002e-01,-9.9691733373312796e-01,-6.7141288198799998e-01,-9.9691733373312785e-01,3.2550445174512788e-01,3.2550445174512788e-01
72,69,9.0625000000000000e-01,8.6875000000000002e-01,-9.8768834059513788e-01,-6.6486830242100003e-01,-9.8768834059513777e-01,3.2282003817413774e-01,3.2282003817413774e-01
73,69,9.1874999999999996e-01,8.6875000000000002e-01,-9.7236992039767645e-01,-6.5422458867800004e-01,-9.7236992039767645e-01,3.1814533171967641e-01,3.1814533171967641e-01
74,69,9.3125000000000002e-01,8.6875000000000002e-01,-9.5105651629515375e-01,-6.3954736279400004e-01,-9.5105651629515353e-01,3.1150915350115349e-01,3.1150915350115349e-01
75,69,9.4374999999999998e-01,8.6875000000000002e-01,-9.2387953251128674e-01,-6.2092711474700002e-01,-9.2387953251128674e-01,3.0295241776428672e-01,3.0295241776428672e-01
76,69,9.5625000000000004e-01,8.6875000000000002e-01,-8.9100652418836768e-01,-5.9847864455900002e-01,-8.9100652418836734e-01,2.9252787962936733e-01,2.9252787962936733e-01
77,69,9.6875000000000000e-01,8.6875000000000002e-01,-8.5264016435409273e-01,-5.7234035451200005e-01,-8.5264016435409251e-01,2.8029980984209246e-01,2.8029980984209246e-01
78,69,9.8124999999999996e-01,8.6875000000000002e-01,-8.0901699437494767e-01,-5.4267339585800001e-01,-8.0901699437494712e-01,2.6634359851694711e-01,2.6634359851694711e-01
79,69,9.9375000000000002e-01,8.6875000000000002e-01,-7.6040596560003093e-01,-5.0966067526000003e-01,-7.6040596560003071e-01,2.5074529034003068e-01,2.5074529034003068e-01
0,70,6.2500000000000003e-03,8.8124999999999998e-01,-6.4944804833018421e-01,-4.3443145871700001e-01,-6.4944804833018377e-01,2.1501658961318376e-01,2.1501658961318376e-01
1,70,1.8749999999999999e-02,8.8124999999999998e-01,-5.8778525229247336e-01,-3.9267877590700001e-01,-5.8778525229247358e-01,1.9510647638547357e-01,1.9510647638547357e-01
2,70,3.1250000000000000e-02,8.8124999999999998e-01,-5.2249856471594947e-01,-3.4850509786500000e-01,-5.2249856471594824e-01,1.7399346685094824e-01,1.7399346685094824e-01
3,70,4.3749999999999997e-02,8.8124999999999998e-01,-4.5399049973954697e-01,-3.0218277000400001e-01,-4.5399049973954736e-01,1.5180772973554735e-01,1.5180772973554735e-01
4,70,5.6250000000000001e-02,8.8124999999999998e-01,-3.8268343236509039e-01,-2.5399738488099999e-01,-3.8268343236508995e-01,1.2868604748408996e-01,1.2868604748408996e-01
5,70,6.8750000000000006e-02,8.8124999999999998e-01,-3.0901699437494762e-01,-2.0424602141699999e-01,-3.0901699437494717e-01,1.0477097295794718e-01,1.0477097295794718e-01
6,70,8.1250000000000003e-02,8.8124999999999998e-01,-2.3344536385590520e-01,-1.5323541331200000e-01,-2.3344536385590559e-01,8.0209950543905589e-02,8.0209950543905589e-02
7,70,9.3750000000000000e-02,8.8124999999999998e-01,-1.5643446504023112e-01,-1.0128005792899999e-01,-1.5643446504022973e-01,5.5154407111229736e-02,5.5154407111229736e-02
8,70,1.0625000000000000e-01,8.8124999999999998e-01,-7.8459095727845624e-02,-4.8700277308600000e-02,-7.8459095727846026e-02,2.9758818419246026e-02,2.9758818419246026e-02
9,70,1.1874999999999999e-01,8.8124999999999998e-01,-2.4492935982947064e-16,4.1797567153200000e-03,2.4492935982947064e-16,4.1797567153197554e-03,4.1797567153197554e-03
10,70,1.3125000000000001e-01,8.8124999999999998e-01,7.8459095727844250e-02,5.7034021149199997e-02,7.8459095727844749e-02,-2.1425074578644752e-02,2.1425074578644752e-02
11,70,1.4374999999999999e-01,8.8124999999999998e-01,1.5643446504022973e-01,1.0953665187700000e-01,1.5643446504023023e-01,-4.6897813163230231e-02,4.6897813163230231e-02
12,70,1.5625000000000000e-01,8.8124999999999998e-01,2.3344536385590559e-01,1.6136395272099999e-01,2.3344536385590609e-01,-7.2081411134906098e-02,7.2081411134906098e-02
13,70,1.6875000000000001e-01,8.8124999999999998e-01,3.0901699437494717e-01,2.1219639113800001e-01,3.0901699437494762e-01,-9.6820603236947606e-02,9.6820603236947606e-02
14,70,1.8124999999999999e-01,8.8124999999999998e-01,3.8268343236508995e-01,2.6172056824099998e-01,3.8268343236509039e-01,-1.2096286412409041e-01,1.2096286412409041e-01
15,70,1.9375000000000001e-01,8.8124999999999998e-01,4.5399049973954658e-01,3.0963115100999999e-01,4.5399049973954697e-01,-1.4435934872954698e-01,1.4435934872954698e-01
16,70,2.0624999999999999e-01,8.8124999999999998e-01,5.2249856471594824e-01,3.5563275477000000e-01,5.2249856471594869e-01,-1.6686580994594868e-01,1.6686580994594868e-01
17,70,2.1875000000000000e-01,8.8124999999999998e-01,5.8778525229247358e-01,3.9944176433700002e-01,5.8778525229247403e-01,-1.8834348795547401e-01,1.8834348795547401e-01
18,70,2.3125000000000001e-01,8.8124999999999998e-01,6.4944804833018377e-01,4.4078808259899999e-01,6.4944804833018421e-01,-2.0865996573118423e-01,2.0865996573118423e-01
19,70,2.4374999999999999e-01,8.8124999999999998e-01,7.0710678118654735e-01,4.7941679575500001e-01,7.0710678118654768e-01,-2.2768998543154767e-01,2.2768998543154767e-01
20,70,2.5624999999999998e-01,8.8124999999999998e-01,7.6040596560003049e-01,5.1508974494299997e-01,7.6040596560003082e-01,-2.4531622065703085e-01,2.4531622065703085e-01
21,70,2.6874999999999999e-01,8.8124999999999998e-01,8.0901699437494679e-01,5.4758699456899995e-01,8.0901699437494701e-01,-2.6142999980594706e-01,2.6142999980594706e-01
22,70,2.8125000000000000e-01,8.8124999999999998e-01,8.5264016435409229e-01,5.7670818828100001e-01,8.5264016435409251e-01,-2.7593197607309250e-01,2.7593197607309250e-01
23,70,2.9375000000000001e-01,8.8124999999999998e-01,8.9100652418836768e-01,6.0227378423900002e-01,8.9100652418836801e-01,-2.8873273994936799e-01,2.8873273994936799e-01
24,70,3.0625000000000002e-01,8.8124999999999998e-01,9.2387953251128652e-01,6.2412616204000004e-01,9.2387953251128663e-01,-2.9975337047128658e-01,2.9975337047128658e-01
25,70,3.1874999999999998e-01,8.8124999999999998e-01,9.5105651629515353e-01,6.4213059450900001e-01,9.5105651629515364e-01,-3.0892592178615363e-01,3.0892592178615363e-01
26,70,3.3124999999999999e-01,8.8124999999999998e-01,9.7236992039767645e-01,6.5617607833199998e-01,9.7236992039767656e-01,-3.1619384206567658e-01,3.1619384206567658e-01
27,70,3.4375000000000000e-01,8.8124999999999998e-01,9.8768834059513777e-01,6.6617601843200003e-01,9.8768834059513788e-01,-3.2151232216313785e-01,3.2151232216313785e-01
28,70,3.5625000000000001e-01,8.8124999999999998e-01,9.9691733373312796e-01,6.7206876185300002e-01,9.9691733373312807e-01,-3.2484857188012806e-01,3.2484857188012806e-01
29,70,3.6875000000000002e-01,8.8124999999999998e-01,1.0000000000000000e+00,6.7381797787099995e-01,1.0000000000000000e+00,-3.2618202212900005e-01,3.2618202212900005e-01
30,70,3.8124999999999998e-01,8.8124999999999998e-01,9.9691733373312807e-01,6.7141288198799998e-01,9.9691733373312796e-01,-3.2550445174512799e-01,3.2550445174512799e-01
31,70,3.9374999999999999e-01,8.8124999999999998e-01,9.8768834059513788e-01,6.6486830242100003e-01,9.8768834059513788e-01,-3.2282003817413785e-01,3.2282003817413785e-01
32,70,4.0625000000000000e-01,8.8124999999999998e-01,9.7236992039767633e-01,6.5422458867800004e-01,9.7236992039767645e-01,-3.1814533171967641e-01,3.1814533171967641e-01
33,70,4.1875000000000001e-01,8.8124999999999998e-01,9.5105651629515364e-01,6.3954736279400004e-01,9.5105651629515353e-01,-3.1150915350115349e-01,3.1150915350115349e-01
34,70,4.3125000000000002e-01,8.8124999999999998e-01,9.2387953251128674e-01,6.2092711474700002e-01,9.2387953251128652e-01,-3.0295241776428650e-01,3.0295241776428650e-01
35,70,4.4374999999999998e-01,8.8124999999999998e-01,8.9100652418836845e-01,5.9847864455900002e-01,8.9100652418836779e-01,-2.9252787962936777e-01,2.9252787962936777e-01
36,70,4.5624999999999999e-01,8.8124999999999998e-01,8.5264016435409262e-01,5.7234035451200005e-01,8.5264016435409240e-01,-2.8029980984209235e-01,2.8029980984209235e-01
37,70,4.6875000000000000e-01,8.8124999999999998e-01,8.0901699437494767e-01,5.4267339585800001e-01,8.0901699437494679e-01,-2.6634359851694678e-01,2.6634359851694678e-01
38,70,4.8125000000000001e-01,8.8124999999999998e-01,7.6040596560003082e-01,5.0966067526000003e-01,7.6040596560003060e-01,-2.5074529034003057e-01,2.5074529034003057e-01
39,70,4.9375000000000002e-01,8.8124999999999998e-01,7.0710678118654835e-01,4.7350572712099998e-01,7.0710678118654746e-01,-2.3360105406554749e-01,2.3360105406554749e-01
40,70,5.0624999999999998e-01,8.8124999999999998e-01,6.4944804833018421e-01,4.3443145871700001e-01,6.4944804833018388e-01,-2.1501658961318387e-01,2.1501658961318387e-01
41,70,5.1875000000000004e-01,8.8124999999999998e-01,5.8778525229247336e-01,3.9267877590700001e-01,5.8778525229247336e-01,-1.9510647638547335e-01,1.9510647638547335e-01
42,70,5.3125000000000000e-01,8.8124999999999998e-01,5.2249856471594880e-01,3.4850509786500000e-01,5.2249856471594835e-01,-1.7399346685094835e-01,1.7399346685094835e-01
43,70,5.4374999999999996e-01,8.8124999999999998e-01,4.5399049973954791e-01,3.0218277000400001e-01,4.5399049973954786e-01,-1.5180772973554785e-01,1.5180772973554785e-01
44,70,5.5625000000000002e-01,8.8124999999999998e-01,3.8268343236509050e-01,2.5399738488099999e-01,3.8268343236508967e-01,-1.2868604748408968e-01,1.2868604748408968e-01
45,70,5.6874999999999998e-01,8.8124999999999998e-01,3.0901699437494778e-01,2.0424602141699999e-01,3.0901699437494773e-01,-1.0477097295794774e-01,1.0477097295794774e-01
46,70,5.8125000000000004e-01,8.8124999999999998e-01,2.3344536385590706e-01,1.5323541331200000e-01,2.3344536385590572e-01,-8.0209950543905728e-02,8.0209950543905728e-02
47,70,5.9375000000000000e-01,8.8124999999999998e-01,1.5643446504023034e-01,1.0128005792899999e-01,1.5643446504023031e-01,-5.5154407111230319e-02,5.5154407111230319e-02
48,70,6.0624999999999996e-01,8.8124999999999998e-01,7.8459095727845748e-02,4.8700277308600000e-02,7.8459095727846151e-02,-2.9758818419246151e-02,2.9758818419246151e-02
49,70,6.1875000000000002e-01,8.8124999999999998e-01,3.6739403974420594e-16,-4.1797567153200000e-03,-1.2246467991473532e-16,-4.1797567153198777e-03,4.1797567153198777e-03
50,70,6.3124999999999998e-01,8.8124999999999998e-01,-7.8459095727845013e-02,-5.7034021149199997e-02,-7.8459095727844624e-02,2.1425074578644628e-02,2.1425074578644628e-02
